id_persona|fecha_relevamiento|fecha_actualizacion|tecnologia_pc_casa|tecnologia_pc_trabajo|tecnologia_pc_universidad|tecnologia_pc_otro_lugar|tecnologia_int_casa|tecnologia_int_trabajo|tecnologia_int_universidad|tecnologia_int_movil|tecnologia_int_otro_lugar|deportes|deportes_universidad|deportes_gimnasio|deportes_particular|deportes_otro_lugar|deportes_basquet|deportes_futbol|deportes_gimnasia|deportes_handball|deportes_natacion|deportes_tenis|deportes_voley|deportes_otros|nivel_idioma_ingles|nivel_idioma_aleman|nivel_idioma_frances|nivel_idioma_italiano|nivel_idioma_portugues|nivel_idioma_chino|idioma_otro|nivel_idioma_otro
56985|2022-06-21|2023-08-11|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
103215|2023-12-20|2024-03-19|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
56934|2022-11-21|2023-11-25|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52134|2018-12-05|2018-12-05|S|N|N|N|N|N|N|N|N|S|N|N|N|S|S|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
51980|2010-02-28|2010-02-28|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
84133|2023-04-05|2024-03-01|S|N|S|N|S|N|S|S|S|S|N|S|S|N|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
51905|2020-02-14|2023-04-27|S|N|N|N|S|N|N|N|N|S|N|S|N|S|N|S|N|N|S|N|N|S|Basico|||||||
84281|2023-04-25|2024-08-13|S|N|N|N|S|S|S|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
103063|2023-12-15|2023-12-15|S|S|S|S|S|S|S|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|Desconoce|Basico|Desconoce|Basico|Desconoce|HOLANDES|Basico
5170|2018-02-06|2023-04-27|S|S|S|N|S|S|S|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
56838|2022-10-27|2023-12-01|S|N|N|N|S|S|N|N|N|S|N|S|N|N|N|N|S|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
55602|2022-09-15|2024-02-01|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce||Desconoce||-|
49174|2007-09-06|2008-02-04|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52634|2022-04-13|2022-04-13|S|S|N|N|S|S|N|N|N|S|N|S|S|N|N|S|N|N|N|N|N|S|Muy bueno|Desconoce|Desconoce|Desconoce|Basico|||
77807|2022-12-21|2023-08-14|S|N|N|N|S|S|S|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico||Basico||Basico|||
50146|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
47677|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
104193|2024-02-09|2024-02-09|S|N|N|N|S|N|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|Basico|||||||
31751|2003-04-01|2023-02-01|S|N|N|N|S|N|N|S|N|S|N|N|N|S|N|N|N|N|N|N|N|S|Basico||Basico|||||
50313|2010-03-02|2010-03-02|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
49450|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
50306|2006-03-08|2024-04-05|S|N|N|N|S|N|N|S|N|S|N|S|N|N|N|N|S|N|S|N|N|N|Basico|||||||
78300|2023-02-02|2023-02-02|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
54092|2022-11-18|2023-11-20|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
24791|2022-10-19|2023-10-19|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|S|S|Muy bueno|Desconoce|Basico|Desconoce|Basico|||
30912|2009-02-05|2009-02-05|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
78323|2023-02-02|2023-02-02|S|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
104478|2024-03-01|2024-03-04||||||||||||||||||||||||||||||
51304|2006-04-06|2007-02-03|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
55327|2020-03-30|2020-03-30|S|N|N|S|S|N|N|N|S|S|N|N|N|S|N|S|S|N|S|N|S|S|Basico|||||||
57247|2022-08-21|2023-12-04|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Basico|||
78524|2023-02-07|2024-03-01|S|N|N|N|S|N|N|S|N|S|N|S|N|N|S|S|N|N|N|N|N|N|Basico|Desconoce|Desconoce|||||
53058|2013-04-09|2013-04-09|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
47523|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
57281|2022-08-26|2022-11-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
77770|2022-12-21|2024-01-12|S|N|N|N|S|N|N|N|N|S|N|S|S|N|N|N|N|N|N|N|N|S||||Basico||||
48276|2022-06-21|2022-06-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
105868|2024-08-09|2024-08-09|S|N|N|N|S|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
55066|2020-02-20|2020-03-01|S|S|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
52516|2011-03-21|2011-03-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
50689|2010-02-17|2011-02-17|S|N|N|N|S|N|N|N|N|S|N|S|N|N|S|N|N|N|N|N|N|S|Basico|||||||
79035|2023-02-23|2023-02-23|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
77861|2022-12-22|2024-03-01|S|N|N|N|S|N|N|S|S|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
50293|2013-03-20|2013-07-11|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||||||
47829|2007-02-19|2007-03-15|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
56998|2022-06-25|2022-08-25|S|N|S|N|S|N|S|N|N|S|N|S|N|N|N|N|N|N|S|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce||Japones - Básico|
49889|2004-02-08|2004-02-08|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48662|2006-08-14|2007-02-01|N|N|N|N|N|N|N|N|N|S|N|N|S|N|N|S|N|N|N|N|N|N||||||||
89720|2023-08-07|2024-08-15|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
55527|2021-02-27|2021-03-01|S|N|N|N|S|N|S|N|N|S|N|N|S|S|N|N|N|N|N|N|N|S|Basico|||||||
50898|2022-05-17|2022-11-07|S|S|S|N|S|S|S|N|N|S|N|S|N|N|N|N|S|N|N|N|N|N|Muy bueno|Basico|Basico|||||
51941|2020-03-09|2021-02-08|S|S|S|S|S|S|S|N|S|S|N|S|N|N|N|S|S|N|S|N|N|N|Bueno|Desconoce|Bueno|Bueno|Bueno||ninguno|
49353|2017-04-21|2017-04-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48848|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
20614|2021-03-29|2024-06-30|S|N|N|S|S|N|N|N|N|S|N|S|S|S|N|N|N|N|S|N|N|S|Basico|Desconoce|Basico|Desconoce|Bueno|||
104089|2024-02-08|2024-02-08|S|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
52341|2010-03-31|2010-03-31|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
56886|2022-08-02|2022-08-02|S|N|N|N|S|N|S|N|S|S|N|N|N|S|S|S|S|S|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
54255|2019-03-05|2019-03-09|S|N|N|N|S|N|N|N|S|S|N|N|S|N|N|N|S|N|N|N|N|S|Basico|Desconoce|Basico|Desconoce|Desconoce|||
52922|2012-05-23|2012-05-23|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
53724|2022-02-03|2023-08-01|S|N|S|N|S|N|N|N|N|S|S|N|N|N|N|N|N|N|N|N|S|N|Muy bueno|||||||
49120|2017-04-21|2017-04-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
51841|2016-04-05|2024-08-02|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|S|N|N|N|N|N|Basico|||||||
8483|2020-11-16|2020-11-16|S|S|N|N|S|S|N|N|N|S|N|S|S|N|N|S|N|N|N|S|N|S|Basico|||Basico||||
50369|2014-02-07|2014-06-10|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Muy bueno|Desconoce|||
54356|2018-04-06|2018-04-06|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52686|2011-08-02|2012-03-22|S|N|S|N|S|N|N|N|N|S|S|N|N|S|N|N|N|S|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
1959|2005-04-05|2005-04-05|N|N|N|N|N|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S||||||||
51016|2021-10-25|2024-02-23|S|S|N|N|S|S|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|S|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
84197|2023-04-17|2024-08-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
50325|2014-06-09|2014-06-09|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
103670|2024-01-31|2024-01-31|S|N|N|N|S|N|S|S|N|S|N|S|N|N|S|N|N|N|N|N|N|N|Bueno|||||||
89944|2023-08-23|2023-08-23|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Muy bueno|||||||
48377|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
103061|2023-12-15|2023-12-15|S|N|N|N|S|N|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
53695|2022-03-21|2022-03-21|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Bueno||japonés|
53492|2022-10-15|2024-02-04|S|S|S|N|S|S|S|N|S|S|N|N|N|S|N|N|N|N|N|S|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
53366|2022-03-16|2022-03-16|S|S|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|||||||
49787|2011-02-09|2011-02-09|S|N|N|N|S|N|N|N|N|S|N|N|N|S|N|N|S|N|N|N|N|N|Basico||Basico|||||
57312|2022-08-30|2023-12-03|S|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
55617|2022-02-08|2024-07-12|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|S|N|N|N|N|S|Basico|||||||
52473|2010-04-23|2010-04-23|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
48404|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
54156|2022-09-07|2023-11-20|S|N|N|N|N|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Bueno|||||||
51781|2014-03-07|2014-03-07|S|S|N|N|S|S|S|N|S|S|N|N|S|S|N|S|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
104711|2024-03-11|2024-03-12|S|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
57262|2022-08-23|2023-12-22|S|N|N|N|S|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
54873|2022-09-22|2022-09-22|S|N|N|N|S|N|N|N|S|S|N|N|S|N|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Basico|Desconoce|||
51615|2014-01-21|2014-02-03|N|N|S|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Basico|Desconoce|Desconoce|||
50732|2015-02-12|2015-02-12|S|N|S|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|Basico|||||Castellano|
78482|2023-02-07|2024-06-01|S|N|N|N|S|N|N|S|N|S|N|S|N|S|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Basico|Basico|Desconoce||
56193|2022-08-24|2022-08-24|S|N|N|N|S|S|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Bueno|Desconoce|||
89643|2023-08-02|2023-08-02|S|N|S|N|S|N|S|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
48985|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
50002|2011-02-11|2011-02-17|S|S|N|N|S|S|N|N|N|S|N|S|N|S|N|N|N|N|N|N|N|S|Basico|||||||
51088|2016-02-18|2016-02-18|S|S|N|N|S|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
53054|2022-11-17|2024-02-15|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Basico|||||||
50132|2004-03-12|2004-03-12|N|N|N|N|N|N|N|N|N|S|N|N|S|N|N|S|N|N|N|N|S|S||||||||
56099|2021-04-09|2021-04-09|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
55511|2022-11-19|2024-08-01|S|N|S|N|S|N|N|N|S|S|N|S|S|N|N|N|N|N|N|N|S|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce||-|
53163|2019-03-10|2019-03-10|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||||||
54806|2021-02-05|2021-02-05|S|S|S|N|S|S|S|N|S|S|N|N|S|N|N|S|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Basico||RUSO BÁSICO|
48325|2007-02-01|2007-03-01|N|N|N|N|N|N|N|N|N|S|N|N|S|N|N|N|N|N|N|S|N|N||||||||
78971|2023-02-23|2024-03-01|S|N|S|N|S|N|S|S|S|S|N|N|N|S|N|N|N|N|N|N|N|N|Bueno|||Desconoce||||
103428|2023-12-27|2023-12-27|S|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
55439|2020-07-15|2020-08-07|S|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
51314|2006-04-07|2006-04-19|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48039|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
49231|2004-03-31|2005-03-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52088|2017-11-14|2017-11-14|S|N|N|N|S|N|N|N|N|S|N|S|N|S|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
50932|2004-04-16|2004-04-16|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
103034|2023-12-15|2023-12-15|N|N|N|S|N|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||||||
55428|2022-08-24|2022-08-24|S|N|N|N|S|N|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|S|Bueno|||||||
55007|2022-11-18|2023-12-10|S|N|S|S|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
89998|2023-08-25|2023-08-25|S|N|N|S|S|N|N|S|S|S|N|S|S|N|N|N|N|N|N|N|N|N|Basico||||Basico|||
55042|2020-02-14|2020-02-14|S|S|N|N|S|S|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
55443|2022-09-22|2022-09-22|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
89947|2023-08-23|2023-08-23|S|N|N|N|S|N|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Muy bueno|Desconoce|Basico|Desconoce|Basico|Desconoce||
51041|2019-03-18|2019-03-18|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|||Basico||||
48111|2005-03-11|2006-03-07|N|N|N|N|N|N|N|N|N|S|N|N|S|N|N|S|S|N|N|N|N|N||||||||
78145|2022-12-28|2024-03-17|N|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
78873|2023-02-17|2024-03-01||||||||||S|N|N|S|N|N|S|N|N|N|N|S|N||||||||
89950|2023-08-23|2023-08-23|S|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
49031|2017-04-21|2017-04-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
90023|2023-08-29|2023-08-29|S|N|N|N|S|N|N|S|N|S|N|N|N|S|N|N|N|N|N|N|N|S||||||||
78423|2023-02-06|2024-02-13|S|N|N|N|S|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
105903|2024-08-12|2024-08-12|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|S|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Basico|Desconoce||
52490|2022-02-06|2024-03-27|S|N|S|N|S|N|S|N|N|S|N|S|N|N|N|N|N|N|S|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
51789|2010-03-17|2010-03-17|S|N|S|N|S|N|N|N|N|S|N|N|N|S|N|N|N|N|S|N|N|S|Bueno|||||||
50308|2002-12-09|2002-12-09|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
55849|2022-02-07|2024-03-01|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
33307|2022-06-21|2022-06-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
55069|2022-05-15|2024-02-27|S|N|N|N|S|S|S|N|N|S|S|S|N|N|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
51514|2015-06-25|2015-06-25|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
102919|2023-12-12|2024-05-31|S|N|N|N|S|S|N|S|N|S|N|N|S|N|S|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Basico|Desconoce||
49509|2019-10-21|2019-10-21|S|S|N|N|S|S|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Bueno|||||||
49417|2005-02-10|2005-02-10|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
53849|2019-02-01|2023-04-26|S|N|N|N|S|N|N|N|N|S|N|S|N|N|S|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
102829|2023-12-07|2023-12-07|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
89973|2023-08-24|2023-08-24|S|N|N|N|S|N|N|S|N|S|N|S|N|N|N|N|S|N|N|N|N|N|Muy bueno|Desconoce|Basico|Desconoce|Desconoce|Desconoce||
56981|2022-06-21|2022-08-23|S|N|N|N|S|N|S|N|S|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
49743|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
56421|2022-02-07|2024-03-01|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Muy bueno|||||||
55355|2022-08-10|2024-03-20|S|S|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Basico|Desconoce||
49920|2019-02-11|2019-04-30|S|S|N|N|S|S|S|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
103863|2024-02-23|2024-02-23|S|S|N|S|S|S|N|S|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Bueno|Desconoce|Desconoce||
49307|2004-03-07|2004-07-27|N|N|N|N|N|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S||||||||
57149|2022-08-08|2024-03-07|S|N|N|N|S|N|N|N|N|S|N|N|N|S|N|N|N|N|N|N|S|S|Muy bueno|Desconoce|Desconoce|Desconoce|Basico|||
56664|2022-03-21|2023-08-15|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
52145|2009-03-27|2009-03-27|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
48475|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
90169|2023-09-01|2023-09-01|S|N|N|N|S|N|S|N|N|S|N|S|N|N|S|N|N|N|N|N|N|S|Basico|||||||
27296|1999-01-01|2022-12-26|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
57282|2022-08-26|2023-12-06|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
55457|2022-09-14|2024-02-05|S|S|N|N|S|S|N|N|N|S|N|N|N|S|N|S|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
49049|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
57092|2022-08-03|2023-12-15|S|N|N|N|S|N|N|N|N|S|N|N|S|S|N|N|N|N|N|N|S|N||||||||
102849|2023-12-11|2024-01-30|S|N|N|N|S|N|N|N|N|S|N|N|N|S|S|N|N|N|N|N|N|N|Basico|||||||
52219|2022-06-21|2022-06-21|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
49105|2009-03-04|2009-03-04|N|N|N|N|N|N|N|N|N|S|N|N|S|N|N|S|N|N|N|N|N|N||||||||
102863|2023-12-11|2023-12-11|S|N|N|N|S|N|N|N|N|S|N|N|N|S|N|S|N|N|N|N|N|S||||||||
55514|2022-08-01|2024-08-03|S|N|N|N|S|N|N|N|N|S|N|S|S|N|N|S|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
55660|2022-12-19|2023-03-12|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
54342|2022-09-08|2024-03-17|S|N|N|N|S|N|N|N|N|S|N|N|S|N|S|N|N|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
51512|2014-10-07|2014-10-07|S|N|N|N|S|N|N|N|N|S|S|N|S|N|N|N|N|N|N|N|S|N|Muy bueno|||||||
51381|2006-04-21|2006-06-14|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
77950|2022-12-26|2024-02-23|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|||||||
48014|2017-04-21|2017-04-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
53536|2017-03-03|2017-03-07|S|N|S|S|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||||||
51124|2005-03-22|2005-04-18|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48809|2006-11-22|2007-08-14|N|N|N|N|N|N|N|N|N|S|N|S|S|N|N|S|N|N|N|N|N|S||||||||
89898|2023-08-18|2023-08-18|S|N|N|S|S|N|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Bueno|||||||
55800|2021-03-25|2021-03-25|S|S|S|S|S|S|S|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Bueno|||||||
90086|2023-08-30|2023-08-30|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
